paper_figure,asset_pool,metric,top_n,holding_days,paper_value,native_reproduced_value,absolute_difference,extraction,status,paper_result_credit
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,7,15,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,7,20,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,1,12.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,2,11.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,3,10.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,5,9.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,7,9.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,10,11.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,15,9.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,10,20,10.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,1,13.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,2,12.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,3,11.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,5,10.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,7,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,10,11.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,15,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,20,20,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,1,12.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,2,11.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,3,11.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,5,10.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,7,10.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,10,11.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,15,10.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,30,20,10.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,1,13.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,2,11.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,3,11.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,5,11.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,7,11.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,10,11.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,15,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,50,20,10.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,1,13.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,2,11.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,3,11.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,5,11.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,7,11.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,10,11.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,15,10.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,70,20,10.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,1,13.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,2,11.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,3,11.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,5,11.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,7,11.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,10,11.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,15,10.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,MDD_pct,100,20,10.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,1,2.71,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,2,4.021,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,3,4.198,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,5,4.007,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,7,4.394,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,10,4.38,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,15,3.98,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,1,20,3.615,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,1,2.473,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,2,3.703,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,3,3.844,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,5,3.741,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,7,3.872,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,10,3.917,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,15,3.645,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,2,20,3.335,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,1,1.828,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,2,3.023,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,3,3.554,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,5,3.734,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,7,3.678,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,10,3.85,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,15,3.56,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,3,20,3.258,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,1,2.073,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,2,3.195,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,3,3.664,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,5,3.763,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,7,3.879,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,10,3.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,15,3.717,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,5,20,3.526,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,1,1.925,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,2,3.275,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,3,3.696,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,5,4.033,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,7,3.965,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,10,3.85,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,15,3.786,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,7,20,3.615,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,1,1.51,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,2,2.937,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,3,3.563,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,5,4.031,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,7,3.874,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,10,3.738,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,15,3.798,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,10,20,3.604,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,1,1.002,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,2,2.293,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,3,2.765,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,5,3.101,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,7,3.031,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,10,3.037,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,15,3.13,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,20,20,3.125,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,1,0.515,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,2,1.847,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,3,2.294,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,5,2.73,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,7,2.717,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,10,2.763,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,15,2.857,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,30,20,2.94,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,1,-0.138,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,2,1.439,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,3,1.993,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,5,2.317,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,7,2.354,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,10,2.47,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,15,2.589,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,50,20,2.72,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,1,-0.196,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,2,1.324,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,3,1.929,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,5,2.263,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,7,2.277,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,10,2.41,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,15,2.525,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,70,20,2.633,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,1,-0.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,2,1.232,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,3,1.775,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,5,2.177,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,7,2.223,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,10,2.341,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,15,2.437,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,Sharpe,100,20,2.527,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,1,59.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,2,83.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,3,89.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,5,80.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,7,87.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,10,86.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,15,63.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,1,20,49.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,1,37.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,2,59.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,3,61.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,5,58.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
