result_id,matrix,source_svg,row,column,paper_display,source_code_power_value,source_code_power_display,source_code_power_match,paper_equation_multiply_value,paper_equation_multiply_display,paper_equation_multiply_match,llm_regenerated,credit
COR-0665,hc_3m_new,hc_3m_16-20_new.svg,PLF,IQS,0.36,0.361481324278438,0.36,yes,0.361481324278438,0.36,yes,no,author_data_deterministic_replay
COR-0666,hc_3m_new,hc_3m_16-20_new.svg,PLF,Return,0.09,0.09030135823429541,0.09,yes,0.09030135823429541,0.09,yes,no,author_data_deterministic_replay
COR-0667,hc_3m_new,hc_3m_16-20_new.svg,IQS,PVS,0.65,0.6517190152801359,0.65,yes,0.6517190152801359,0.65,yes,no,author_data_deterministic_replay
COR-0668,hc_3m_new,hc_3m_16-20_new.svg,IQS,RAPS,0.74,0.7386035653650256,0.74,yes,0.6517190152801359,0.65,no,no,author_data_deterministic_replay
COR-0669,hc_3m_new,hc_3m_16-20_new.svg,IQS,EVC,0.44,0.435653650254669,0.44,yes,0.435653650254669,0.44,yes,no,author_data_deterministic_replay
COR-0670,hc_3m_new,hc_3m_16-20_new.svg,IQS,VEC,-0.57,-0.5699278438030561,-0.57,yes,-0.5699278438030561,-0.57,yes,no,author_data_deterministic_replay
COR-0671,hc_3m_new,hc_3m_16-20_new.svg,IQS,PLF,0.36,0.361481324278438,0.36,yes,0.361481324278438,0.36,yes,no,author_data_deterministic_replay
COR-0672,hc_3m_new,hc_3m_16-20_new.svg,IQS,IQS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0673,hc_3m_new,hc_3m_16-20_new.svg,IQS,Return,-0.09,-0.09314516129032258,-0.09,yes,-0.09314516129032258,-0.09,yes,no,author_data_deterministic_replay
COR-0674,hc_3m_new,hc_3m_16-20_new.svg,Return,PVS,-0.02,-0.016320033955857377,-0.02,yes,-0.016320033955857377,-0.02,yes,no,author_data_deterministic_replay
COR-0675,hc_3m_new,hc_3m_16-20_new.svg,Return,RAPS,-0.05,-0.04560696095076403,-0.05,yes,-0.016320033955857377,-0.02,no,no,author_data_deterministic_replay
COR-0676,hc_3m_new,hc_3m_16-20_new.svg,Return,EVC,-0.16,-0.15882852292020375,-0.16,yes,-0.15882852292020375,-0.16,yes,no,author_data_deterministic_replay
COR-0677,hc_3m_new,hc_3m_16-20_new.svg,Return,VEC,0.11,0.10513582342954159,0.11,yes,0.10513582342954159,0.11,yes,no,author_data_deterministic_replay
COR-0678,hc_3m_new,hc_3m_16-20_new.svg,Return,PLF,0.09,0.09030135823429541,0.09,yes,0.09030135823429541,0.09,yes,no,author_data_deterministic_replay
COR-0679,hc_3m_new,hc_3m_16-20_new.svg,Return,IQS,-0.09,-0.09314516129032258,-0.09,yes,-0.09314516129032258,-0.09,yes,no,author_data_deterministic_replay
COR-0680,hc_3m_new,hc_3m_16-20_new.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0681,en_1m_existing,en_1m_16-20_old.svg,P/E,P/E,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0682,en_1m_existing,en_1m_16-20_old.svg,P/E,P/B,0.30,0.2988997918525127,0.30,yes,0.2988997918525127,0.30,yes,no,author_data_deterministic_replay
COR-0683,en_1m_existing,en_1m_16-20_old.svg,P/E,ROA,-0.29,-0.28599464763603916,-0.29,yes,-0.28599464763603916,-0.29,yes,no,author_data_deterministic_replay
COR-0684,en_1m_existing,en_1m_16-20_old.svg,P/E,ROE,-0.33,-0.32827832292595904,-0.33,yes,-0.32827832292595904,-0.33,yes,no,author_data_deterministic_replay
COR-0685,en_1m_existing,en_1m_16-20_old.svg,P/E,FCF,-0.11,-0.11352958667856078,-0.11,yes,-0.11352958667856078,-0.11,yes,no,author_data_deterministic_replay
COR-0686,en_1m_existing,en_1m_16-20_old.svg,P/E,P/CF,0.22,0.22093369015759742,0.22,yes,0.22093369015759742,0.22,yes,no,author_data_deterministic_replay
COR-0687,en_1m_existing,en_1m_16-20_old.svg,P/E,EBITDA,0.22,0.21971454058876005,0.22,yes,0.21971454058876005,0.22,yes,no,author_data_deterministic_replay
COR-0688,en_1m_existing,en_1m_16-20_old.svg,P/E,GM,0.31,0.31251858459708587,0.31,yes,0.31251858459708587,0.31,yes,no,author_data_deterministic_replay
COR-0689,en_1m_existing,en_1m_16-20_old.svg,P/E,NM,-0.10,-0.10175438596491233,-0.10,yes,-0.10175438596491233,-0.10,yes,no,author_data_deterministic_replay
COR-0690,en_1m_existing,en_1m_16-20_old.svg,P/E,SPS,-0.35,-0.34710080285459405,-0.35,yes,-0.34710080285459405,-0.35,yes,no,author_data_deterministic_replay
COR-0691,en_1m_existing,en_1m_16-20_old.svg,P/E,Return,0.02,0.016146297948260488,0.02,yes,0.016146297948260488,0.02,yes,no,author_data_deterministic_replay
COR-0692,en_1m_existing,en_1m_16-20_old.svg,P/B,P/E,0.30,0.2988997918525127,0.30,yes,0.2988997918525127,0.30,yes,no,author_data_deterministic_replay
COR-0693,en_1m_existing,en_1m_16-20_old.svg,P/B,P/B,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0694,en_1m_existing,en_1m_16-20_old.svg,P/B,ROA,0.13,0.13434433541480817,0.13,yes,0.13434433541480817,0.13,yes,no,author_data_deterministic_replay
COR-0695,en_1m_existing,en_1m_16-20_old.svg,P/B,ROE,0.13,0.13163841807909607,0.13,yes,0.13163841807909607,0.13,yes,no,author_data_deterministic_replay
COR-0696,en_1m_existing,en_1m_16-20_old.svg,P/B,FCF,0.03,0.03024085637823374,0.03,yes,0.03024085637823374,0.03,yes,no,author_data_deterministic_replay
COR-0697,en_1m_existing,en_1m_16-20_old.svg,P/B,P/CF,0.33,0.33232233125185845,0.33,yes,0.33232233125185845,0.33,yes,no,author_data_deterministic_replay
COR-0698,en_1m_existing,en_1m_16-20_old.svg,P/B,EBITDA,0.27,0.2670532262860539,0.27,yes,0.2670532262860539,0.27,yes,no,author_data_deterministic_replay
COR-0699,en_1m_existing,en_1m_16-20_old.svg,P/B,GM,0.21,0.20660124888492404,0.21,yes,0.20660124888492404,0.21,yes,no,author_data_deterministic_replay
COR-0700,en_1m_existing,en_1m_16-20_old.svg,P/B,NM,0.14,0.13931013975617007,0.14,yes,0.13931013975617007,0.14,yes,no,author_data_deterministic_replay
COR-0701,en_1m_existing,en_1m_16-20_old.svg,P/B,SPS,-0.09,-0.08682723758548914,-0.09,yes,-0.08682723758548914,-0.09,yes,no,author_data_deterministic_replay
COR-0702,en_1m_existing,en_1m_16-20_old.svg,P/B,Return,0.04,0.04469223907225692,0.04,yes,0.04469223907225692,0.04,yes,no,author_data_deterministic_replay
COR-0703,en_1m_existing,en_1m_16-20_old.svg,ROA,P/E,-0.29,-0.28599464763603916,-0.29,yes,-0.28599464763603916,-0.29,yes,no,author_data_deterministic_replay
COR-0704,en_1m_existing,en_1m_16-20_old.svg,ROA,P/B,0.13,0.13434433541480817,0.13,yes,0.13434433541480817,0.13,yes,no,author_data_deterministic_replay
COR-0705,en_1m_existing,en_1m_16-20_old.svg,ROA,ROA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0706,en_1m_existing,en_1m_16-20_old.svg,ROA,ROE,0.94,0.9423431460005948,0.94,yes,0.9423431460005948,0.94,yes,no,author_data_deterministic_replay
COR-0707,en_1m_existing,en_1m_16-20_old.svg,ROA,FCF,0.41,0.41011002081474895,0.41,yes,0.41011002081474895,0.41,yes,no,author_data_deterministic_replay
COR-0708,en_1m_existing,en_1m_16-20_old.svg,ROA,P/CF,-0.06,-0.059351769253642585,-0.06,yes,-0.059351769253642585,-0.06,yes,no,author_data_deterministic_replay
COR-0709,en_1m_existing,en_1m_16-20_old.svg,ROA,EBITDA,-0.13,-0.1262265834076716,-0.13,yes,-0.1262265834076716,-0.13,yes,no,author_data_deterministic_replay
COR-0710,en_1m_existing,en_1m_16-20_old.svg,ROA,GM,0.29,0.2906928337793638,0.29,yes,0.2906928337793638,0.29,yes,no,author_data_deterministic_replay
COR-0711,en_1m_existing,en_1m_16-20_old.svg,ROA,NM,0.83,0.833749628308058,0.83,yes,0.833749628308058,0.83,yes,no,author_data_deterministic_replay
COR-0712,en_1m_existing,en_1m_16-20_old.svg,ROA,SPS,0.35,0.35307760927743076,0.35,yes,0.35307760927743076,0.35,yes,no,author_data_deterministic_replay
COR-0713,en_1m_existing,en_1m_16-20_old.svg,ROA,Return,0.00,0.0029438001784121166,0.00,yes,0.0029438001784121166,0.00,yes,no,author_data_deterministic_replay
COR-0714,en_1m_existing,en_1m_16-20_old.svg,ROE,P/E,-0.33,-0.32827832292595904,-0.33,yes,-0.32827832292595904,-0.33,yes,no,author_data_deterministic_replay
COR-0715,en_1m_existing,en_1m_16-20_old.svg,ROE,P/B,0.13,0.13163841807909607,0.13,yes,0.13163841807909607,0.13,yes,no,author_data_deterministic_replay
COR-0716,en_1m_existing,en_1m_16-20_old.svg,ROE,ROA,0.94,0.9423431460005948,0.94,yes,0.9423431460005948,0.94,yes,no,author_data_deterministic_replay
COR-0717,en_1m_existing,en_1m_16-20_old.svg,ROE,ROE,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0718,en_1m_existing,en_1m_16-20_old.svg,ROE,FCF,0.44,0.4395777579542076,0.44,yes,0.4395777579542076,0.44,yes,no,author_data_deterministic_replay
COR-0719,en_1m_existing,en_1m_16-20_old.svg,ROE,P/CF,-0.08,-0.08162355040142723,-0.08,yes,-0.08162355040142723,-0.08,yes,no,author_data_deterministic_replay
COR-0720,en_1m_existing,en_1m_16-20_old.svg,ROE,EBITDA,-0.09,-0.08688670829616414,-0.09,yes,-0.08688670829616414,-0.09,yes,no,author_data_deterministic_replay
COR-0721,en_1m_existing,en_1m_16-20_old.svg,ROE,GM,0.25,0.24653583110318167,0.25,yes,0.24653583110318167,0.25,yes,no,author_data_deterministic_replay
COR-0722,en_1m_existing,en_1m_16-20_old.svg,ROE,NM,0.78,0.7791257805530775,0.78,yes,0.7791257805530775,0.78,yes,no,author_data_deterministic_replay
COR-0723,en_1m_existing,en_1m_16-20_old.svg,ROE,SPS,0.34,0.33981564079690757,0.34,yes,0.33981564079690757,0.34,yes,no,author_data_deterministic_replay
COR-0724,en_1m_existing,en_1m_16-20_old.svg,ROE,Return,0.01,0.005055010407374369,0.01,yes,0.005055010407374369,0.01,yes,no,author_data_deterministic_replay
COR-0725,en_1m_existing,en_1m_16-20_old.svg,FCF,P/E,-0.11,-0.11352958667856078,-0.11,yes,-0.11352958667856078,-0.11,yes,no,author_data_deterministic_replay
COR-0726,en_1m_existing,en_1m_16-20_old.svg,FCF,P/B,0.03,0.03024085637823374,0.03,yes,0.03024085637823374,0.03,yes,no,author_data_deterministic_replay
COR-0727,en_1m_existing,en_1m_16-20_old.svg,FCF,ROA,0.41,0.41011002081474895,0.41,yes,0.41011002081474895,0.41,yes,no,author_data_deterministic_replay
COR-0728,en_1m_existing,en_1m_16-20_old.svg,FCF,ROE,0.44,0.4395777579542076,0.44,yes,0.4395777579542076,0.44,yes,no,author_data_deterministic_replay
COR-0729,en_1m_existing,en_1m_16-20_old.svg,FCF,FCF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0730,en_1m_existing,en_1m_16-20_old.svg,FCF,P/CF,-0.27,-0.27091882247992877,-0.27,yes,-0.27091882247992877,-0.27,yes,no,author_data_deterministic_replay
COR-0731,en_1m_existing,en_1m_16-20_old.svg,FCF,EBITDA,-0.25,-0.2523936961046685,-0.25,yes,-0.2523936961046685,-0.25,yes,no,author_data_deterministic_replay
COR-0732,en_1m_existing,en_1m_16-20_old.svg,FCF,GM,0.03,0.0296461492714838,0.03,yes,0.0296461492714838,0.03,yes,no,author_data_deterministic_replay
COR-0733,en_1m_existing,en_1m_16-20_old.svg,FCF,NM,0.22,0.21608682723758543,0.22,yes,0.21608682723758543,0.22,yes,no,author_data_deterministic_replay
COR-0734,en_1m_existing,en_1m_16-20_old.svg,FCF,SPS,0.38,0.3839429081177519,0.38,yes,0.3839429081177519,0.38,yes,no,author_data_deterministic_replay
COR-0735,en_1m_existing,en_1m_16-20_old.svg,FCF,Return,0.01,0.012042818911685993,0.01,yes,0.012042818911685993,0.01,yes,no,author_data_deterministic_replay
COR-0736,en_1m_existing,en_1m_16-20_old.svg,P/CF,P/E,0.22,0.22093369015759742,0.22,yes,0.22093369015759742,0.22,yes,no,author_data_deterministic_replay
COR-0737,en_1m_existing,en_1m_16-20_old.svg,P/CF,P/B,0.33,0.33232233125185845,0.33,yes,0.33232233125185845,0.33,yes,no,author_data_deterministic_replay
COR-0738,en_1m_existing,en_1m_16-20_old.svg,P/CF,ROA,-0.06,-0.059351769253642585,-0.06,yes,-0.059351769253642585,-0.06,yes,no,author_data_deterministic_replay
COR-0739,en_1m_existing,en_1m_16-20_old.svg,P/CF,ROE,-0.08,-0.08162355040142723,-0.08,yes,-0.08162355040142723,-0.08,yes,no,author_data_deterministic_replay
COR-0740,en_1m_existing,en_1m_16-20_old.svg,P/CF,FCF,-0.27,-0.27091882247992877,-0.27,yes,-0.27091882247992877,-0.27,yes,no,author_data_deterministic_replay
COR-0741,en_1m_existing,en_1m_16-20_old.svg,P/CF,P/CF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0742,en_1m_existing,en_1m_16-20_old.svg,P/CF,EBITDA,0.64,0.6405292893250074,0.64,yes,0.6405292893250074,0.64,yes,no,author_data_deterministic_replay
COR-0743,en_1m_existing,en_1m_16-20_old.svg,P/CF,GM,-0.10,-0.10199226880761215,-0.10,yes,-0.10199226880761215,-0.10,yes,no,author_data_deterministic_replay
COR-0744,en_1m_existing,en_1m_16-20_old.svg,P/CF,NM,-0.05,-0.05367231638418072,-0.05,yes,-0.05367231638418072,-0.05,yes,no,author_data_deterministic_replay
COR-0745,en_1m_existing,en_1m_16-20_old.svg,P/CF,SPS,-0.03,-0.028902765388046366,-0.03,yes,-0.028902765388046366,-0.03,yes,no,author_data_deterministic_replay
COR-0746,en_1m_existing,en_1m_16-20_old.svg,P/CF,Return,-0.01,-0.007909604519774006,-0.01,yes,-0.007909604519774006,-0.01,yes,no,author_data_deterministic_replay
COR-0747,en_1m_existing,en_1m_16-20_old.svg,EBITDA,P/E,0.22,0.21971454058876005,0.22,yes,0.21971454058876005,0.22,yes,no,author_data_deterministic_replay
COR-0748,en_1m_existing,en_1m_16-20_old.svg,EBITDA,P/B,0.27,0.2670532262860539,0.27,yes,0.2670532262860539,0.27,yes,no,author_data_deterministic_replay
COR-0749,en_1m_existing,en_1m_16-20_old.svg,EBITDA,ROA,-0.13,-0.1262265834076716,-0.13,yes,-0.1262265834076716,-0.13,yes,no,author_data_deterministic_replay
COR-0750,en_1m_existing,en_1m_16-20_old.svg,EBITDA,ROE,-0.09,-0.08688670829616414,-0.09,yes,-0.08688670829616414,-0.09,yes,no,author_data_deterministic_replay
COR-0751,en_1m_existing,en_1m_16-20_old.svg,EBITDA,FCF,-0.25,-0.2523936961046685,-0.25,yes,-0.2523936961046685,-0.25,yes,no,author_data_deterministic_replay
COR-0752,en_1m_existing,en_1m_16-20_old.svg,EBITDA,P/CF,0.64,0.6405292893250074,0.64,yes,0.6405292893250074,0.64,yes,no,author_data_deterministic_replay
COR-0753,en_1m_existing,en_1m_16-20_old.svg,EBITDA,EBITDA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0754,en_1m_existing,en_1m_16-20_old.svg,EBITDA,GM,-0.02,-0.02221231043710972,-0.02,yes,-0.02221231043710972,-0.02,yes,no,author_data_deterministic_replay
COR-0755,en_1m_existing,en_1m_16-20_old.svg,EBITDA,NM,-0.07,-0.06604222420457923,-0.07,yes,-0.06604222420457923,-0.07,yes,no,author_data_deterministic_replay
COR-0756,en_1m_existing,en_1m_16-20_old.svg,EBITDA,SPS,-0.07,-0.06562592922985432,-0.07,yes,-0.06562592922985432,-0.07,yes,no,author_data_deterministic_replay
COR-0757,en_1m_existing,en_1m_16-20_old.svg,EBITDA,Return,-0.00,-0.0017543859649122797,-0.00,yes,-0.0017543859649122797,-0.00,yes,no,author_data_deterministic_replay
COR-0758,en_1m_existing,en_1m_16-20_old.svg,GM,P/E,0.31,0.31251858459708587,0.31,yes,0.31251858459708587,0.31,yes,no,author_data_deterministic_replay
COR-0759,en_1m_existing,en_1m_16-20_old.svg,GM,P/B,0.21,0.20660124888492404,0.21,yes,0.20660124888492404,0.21,yes,no,author_data_deterministic_replay
COR-0760,en_1m_existing,en_1m_16-20_old.svg,GM,ROA,0.29,0.2906928337793638,0.29,yes,0.2906928337793638,0.29,yes,no,author_data_deterministic_replay
COR-0761,en_1m_existing,en_1m_16-20_old.svg,GM,ROE,0.25,0.24653583110318167,0.25,yes,0.24653583110318167,0.25,yes,no,author_data_deterministic_replay
COR-0762,en_1m_existing,en_1m_16-20_old.svg,GM,FCF,0.03,0.0296461492714838,0.03,yes,0.0296461492714838,0.03,yes,no,author_data_deterministic_replay
COR-0763,en_1m_existing,en_1m_16-20_old.svg,GM,P/CF,-0.10,-0.10199226880761215,-0.10,yes,-0.10199226880761215,-0.10,yes,no,author_data_deterministic_replay
COR-0764,en_1m_existing,en_1m_16-20_old.svg,GM,EBITDA,-0.02,-0.02221231043710972,-0.02,yes,-0.02221231043710972,-0.02,yes,no,author_data_deterministic_replay
COR-0765,en_1m_existing,en_1m_16-20_old.svg,GM,GM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0766,en_1m_existing,en_1m_16-20_old.svg,GM,NM,0.58,0.5848944394885519,0.58,yes,0.5848944394885519,0.58,yes,no,author_data_deterministic_replay
COR-0767,en_1m_existing,en_1m_16-20_old.svg,GM,SPS,-0.42,-0.4212013083556348,-0.42,yes,-0.4212013083556348,-0.42,yes,no,author_data_deterministic_replay
COR-0768,en_1m_existing,en_1m_16-20_old.svg,GM,Return,-0.02,-0.02030924769550996,-0.02,yes,-0.02030924769550996,-0.02,yes,no,author_data_deterministic_replay
COR-0769,en_1m_existing,en_1m_16-20_old.svg,NM,P/E,-0.10,-0.10175438596491233,-0.10,yes,-0.10175438596491233,-0.10,yes,no,author_data_deterministic_replay
COR-0770,en_1m_existing,en_1m_16-20_old.svg,NM,P/B,0.14,0.13931013975617007,0.14,yes,0.13931013975617007,0.14,yes,no,author_data_deterministic_replay
COR-0771,en_1m_existing,en_1m_16-20_old.svg,NM,ROA,0.83,0.833749628308058,0.83,yes,0.833749628308058,0.83,yes,no,author_data_deterministic_replay
COR-0772,en_1m_existing,en_1m_16-20_old.svg,NM,ROE,0.78,0.7791257805530775,0.78,yes,0.7791257805530775,0.78,yes,no,author_data_deterministic_replay
COR-0773,en_1m_existing,en_1m_16-20_old.svg,NM,FCF,0.22,0.21608682723758543,0.22,yes,0.21608682723758543,0.22,yes,no,author_data_deterministic_replay
COR-0774,en_1m_existing,en_1m_16-20_old.svg,NM,P/CF,-0.05,-0.05367231638418072,-0.05,yes,-0.05367231638418072,-0.05,yes,no,author_data_deterministic_replay
COR-0775,en_1m_existing,en_1m_16-20_old.svg,NM,EBITDA,-0.07,-0.06604222420457923,-0.07,yes,-0.06604222420457923,-0.07,yes,no,author_data_deterministic_replay
COR-0776,en_1m_existing,en_1m_16-20_old.svg,NM,GM,0.58,0.5848944394885519,0.58,yes,0.5848944394885519,0.58,yes,no,author_data_deterministic_replay
COR-0777,en_1m_existing,en_1m_16-20_old.svg,NM,NM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0778,en_1m_existing,en_1m_16-20_old.svg,NM,SPS,0.07,0.07210823669342849,0.07,yes,0.07210823669342849,0.07,yes,no,author_data_deterministic_replay
COR-0779,en_1m_existing,en_1m_16-20_old.svg,NM,Return,-0.03,-0.02670234909307166,-0.03,yes,-0.02670234909307166,-0.03,yes,no,author_data_deterministic_replay
COR-0780,en_1m_existing,en_1m_16-20_old.svg,SPS,P/E,-0.35,-0.34710080285459405,-0.35,yes,-0.34710080285459405,-0.35,yes,no,author_data_deterministic_replay
COR-0781,en_1m_existing,en_1m_16-20_old.svg,SPS,P/B,-0.09,-0.08682723758548914,-0.09,yes,-0.08682723758548914,-0.09,yes,no,author_data_deterministic_replay
COR-0782,en_1m_existing,en_1m_16-20_old.svg,SPS,ROA,0.35,0.35307760927743076,0.35,yes,0.35307760927743076,0.35,yes,no,author_data_deterministic_replay
COR-0783,en_1m_existing,en_1m_16-20_old.svg,SPS,ROE,0.34,0.33981564079690757,0.34,yes,0.33981564079690757,0.34,yes,no,author_data_deterministic_replay
COR-0784,en_1m_existing,en_1m_16-20_old.svg,SPS,FCF,0.38,0.3839429081177519,0.38,yes,0.3839429081177519,0.38,yes,no,author_data_deterministic_replay
COR-0785,en_1m_existing,en_1m_16-20_old.svg,SPS,P/CF,-0.03,-0.028902765388046366,-0.03,yes,-0.028902765388046366,-0.03,yes,no,author_data_deterministic_replay
COR-0786,en_1m_existing,en_1m_16-20_old.svg,SPS,EBITDA,-0.07,-0.06562592922985432,-0.07,yes,-0.06562592922985432,-0.07,yes,no,author_data_deterministic_replay
COR-0787,en_1m_existing,en_1m_16-20_old.svg,SPS,GM,-0.42,-0.4212013083556348,-0.42,yes,-0.4212013083556348,-0.42,yes,no,author_data_deterministic_replay
COR-0788,en_1m_existing,en_1m_16-20_old.svg,SPS,NM,0.07,0.07210823669342849,0.07,yes,0.07210823669342849,0.07,yes,no,author_data_deterministic_replay
COR-0789,en_1m_existing,en_1m_16-20_old.svg,SPS,SPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0790,en_1m_existing,en_1m_16-20_old.svg,SPS,Return,0.03,0.029854296758846252,0.03,yes,0.029854296758846252,0.03,yes,no,author_data_deterministic_replay
COR-0791,en_1m_existing,en_1m_16-20_old.svg,Return,P/E,0.02,0.016146297948260488,0.02,yes,0.016146297948260488,0.02,yes,no,author_data_deterministic_replay
COR-0792,en_1m_existing,en_1m_16-20_old.svg,Return,P/B,0.04,0.04469223907225692,0.04,yes,0.04469223907225692,0.04,yes,no,author_data_deterministic_replay
COR-0793,en_1m_existing,en_1m_16-20_old.svg,Return,ROA,0.00,0.0029438001784121166,0.00,yes,0.0029438001784121166,0.00,yes,no,author_data_deterministic_replay
COR-0794,en_1m_existing,en_1m_16-20_old.svg,Return,ROE,0.01,0.005055010407374369,0.01,yes,0.005055010407374369,0.01,yes,no,author_data_deterministic_replay
COR-0795,en_1m_existing,en_1m_16-20_old.svg,Return,FCF,0.01,0.012042818911685993,0.01,yes,0.012042818911685993,0.01,yes,no,author_data_deterministic_replay
COR-0796,en_1m_existing,en_1m_16-20_old.svg,Return,P/CF,-0.01,-0.007909604519774006,-0.01,yes,-0.007909604519774006,-0.01,yes,no,author_data_deterministic_replay
COR-0797,en_1m_existing,en_1m_16-20_old.svg,Return,EBITDA,-0.00,-0.0017543859649122797,-0.00,yes,-0.0017543859649122797,-0.00,yes,no,author_data_deterministic_replay
COR-0798,en_1m_existing,en_1m_16-20_old.svg,Return,GM,-0.02,-0.02030924769550996,-0.02,yes,-0.02030924769550996,-0.02,yes,no,author_data_deterministic_replay
COR-0799,en_1m_existing,en_1m_16-20_old.svg,Return,NM,-0.03,-0.02670234909307166,-0.03,yes,-0.02670234909307166,-0.03,yes,no,author_data_deterministic_replay
COR-0800,en_1m_existing,en_1m_16-20_old.svg,Return,SPS,0.03,0.029854296758846252,0.03,yes,0.029854296758846252,0.03,yes,no,author_data_deterministic_replay
COR-0801,en_1m_existing,en_1m_16-20_old.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0802,en_1m_new,en_1m_16-20_new.svg,PVS,PVS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0803,en_1m_new,en_1m_16-20_new.svg,PVS,RAPS,0.93,0.9258400237882843,0.93,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0804,en_1m_new,en_1m_16-20_new.svg,PVS,EVC,0.32,0.3222420457924472,0.32,yes,0.3222420457924472,0.32,yes,no,author_data_deterministic_replay
COR-0805,en_1m_new,en_1m_16-20_new.svg,PVS,VEC,0.34,0.33633660422242034,0.34,yes,0.33633660422242034,0.34,yes,no,author_data_deterministic_replay
COR-0806,en_1m_new,en_1m_16-20_new.svg,PVS,PLF,0.62,0.6157300029735353,0.62,yes,0.6157300029735353,0.62,yes,no,author_data_deterministic_replay
COR-0807,en_1m_new,en_1m_16-20_new.svg,PVS,IQS,0.88,0.8827237585489149,0.88,yes,0.8827237585489149,0.88,yes,no,author_data_deterministic_replay
COR-0808,en_1m_new,en_1m_16-20_new.svg,PVS,Return,0.01,0.006928337793636629,0.01,yes,0.006928337793636629,0.01,yes,no,author_data_deterministic_replay
COR-0809,en_1m_new,en_1m_16-20_new.svg,RAPS,PVS,0.93,0.9258400237882843,0.93,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0810,en_1m_new,en_1m_16-20_new.svg,RAPS,RAPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0811,en_1m_new,en_1m_16-20_new.svg,RAPS,EVC,0.41,0.4082664287838237,0.41,yes,0.3222420457924472,0.32,no,no,author_data_deterministic_replay
COR-0812,en_1m_new,en_1m_16-20_new.svg,RAPS,VEC,0.38,0.3778768956289029,0.38,yes,0.33633660422242034,0.34,no,no,author_data_deterministic_replay
COR-0813,en_1m_new,en_1m_16-20_new.svg,RAPS,PLF,0.53,0.5331846565566459,0.53,yes,0.6157300029735353,0.62,no,no,author_data_deterministic_replay
COR-0814,en_1m_new,en_1m_16-20_new.svg,RAPS,IQS,0.86,0.85902468034493,0.86,yes,0.8827237585489149,0.88,no,no,author_data_deterministic_replay
COR-0815,en_1m_new,en_1m_16-20_new.svg,RAPS,Return,-0.01,-0.008206958073148966,-0.01,yes,0.006928337793636629,0.01,no,no,author_data_deterministic_replay
COR-0816,en_1m_new,en_1m_16-20_new.svg,EVC,PVS,0.32,0.3222420457924472,0.32,yes,0.3222420457924472,0.32,yes,no,author_data_deterministic_replay
COR-0817,en_1m_new,en_1m_16-20_new.svg,EVC,RAPS,0.41,0.4082664287838237,0.41,yes,0.3222420457924472,0.32,no,no,author_data_deterministic_replay
COR-0818,en_1m_new,en_1m_16-20_new.svg,EVC,EVC,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0819,en_1m_new,en_1m_16-20_new.svg,EVC,VEC,0.30,0.3007731192387749,0.30,yes,0.3007731192387749,0.30,yes,no,author_data_deterministic_replay
COR-0820,en_1m_new,en_1m_16-20_new.svg,EVC,PLF,0.21,0.21174546535831099,0.21,yes,0.21174546535831099,0.21,yes,no,author_data_deterministic_replay
COR-0821,en_1m_new,en_1m_16-20_new.svg,EVC,IQS,0.37,0.3690157597383288,0.37,yes,0.3690157597383288,0.37,yes,no,author_data_deterministic_replay
COR-0822,en_1m_new,en_1m_16-20_new.svg,EVC,Return,-0.03,-0.034463276836158185,-0.03,yes,-0.034463276836158185,-0.03,yes,no,author_data_deterministic_replay
COR-0823,en_1m_new,en_1m_16-20_new.svg,VEC,PVS,0.34,0.33633660422242034,0.34,yes,0.33633660422242034,0.34,yes,no,author_data_deterministic_replay
COR-0824,en_1m_new,en_1m_16-20_new.svg,VEC,RAPS,0.38,0.3778768956289029,0.38,yes,0.33633660422242034,0.34,no,no,author_data_deterministic_replay
