paper_table,experiment,item,metric,display_cell_id,unique_measurement_id,paper_value,native_reproduced_value,status,paper_result_credit
Table 5 belief-update ablation,ablation_belief,NIO/with,CR_pct,ablation_belief/NIO/with/CR_pct,regular_single/NIO/FinCon/CR_pct,17.461,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,NIO/with,SR,ablation_belief/NIO/with/SR,regular_single/NIO/FinCon/SR,0.335,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,NIO/with,MDD_pct,ablation_belief/NIO/with/MDD_pct,regular_single/NIO/FinCon/MDD_pct,40.647,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,NIO/without,CR_pct,ablation_belief/NIO/without/CR_pct,ablation_belief/NIO/without/CR_pct,8.197,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,NIO/without,SR,ablation_belief/NIO/without/SR,ablation_belief/NIO/without/SR,0.156,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,NIO/without,MDD_pct,ablation_belief/NIO/without/MDD_pct,ablation_belief/NIO/without/MDD_pct,55.688,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/with",CR_pct,"ablation_belief/P1 (TSLA, MSFT, PFE)/with/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/CR_pct",113.836,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/with",SR,"ablation_belief/P1 (TSLA, MSFT, PFE)/with/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/SR",3.269,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/with",MDD_pct,"ablation_belief/P1 (TSLA, MSFT, PFE)/with/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/MDD_pct",16.163,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/without",CR_pct,"ablation_belief/P1 (TSLA, MSFT, PFE)/without/CR_pct","ablation_belief/P1 (TSLA, MSFT, PFE)/without/CR_pct",28.432,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/without",SR,"ablation_belief/P1 (TSLA, MSFT, PFE)/without/SR","ablation_belief/P1 (TSLA, MSFT, PFE)/without/SR",1.181,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,"P1 (TSLA, MSFT, PFE)/without",MDD_pct,"ablation_belief/P1 (TSLA, MSFT, PFE)/without/MDD_pct","ablation_belief/P1 (TSLA, MSFT, PFE)/without/MDD_pct",27.535,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/B&H,CR_pct,extreme_single/TSLA/B&H/CR_pct,extreme_single/TSLA/B&H/CR_pct,-56.738,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/B&H,SR,extreme_single/TSLA/B&H/SR,extreme_single/TSLA/B&H/SR,-1.625,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/B&H,MDD_pct,extreme_single/TSLA/B&H/MDD_pct,extreme_single/TSLA/B&H/MDD_pct,52.077,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinCon,CR_pct,extreme_single/TSLA/FinCon/CR_pct,extreme_single/TSLA/FinCon/CR_pct,22.460,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinCon,SR,extreme_single/TSLA/FinCon/SR,extreme_single/TSLA/FinCon/SR,0.695,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinCon,MDD_pct,extreme_single/TSLA/FinCon/MDD_pct,extreme_single/TSLA/FinCon/MDD_pct,45.215,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/GA,CR_pct,extreme_single/TSLA/GA/CR_pct,extreme_single/TSLA/GA/CR_pct,-51.251,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/GA,SR,extreme_single/TSLA/GA/SR,extreme_single/TSLA/GA/SR,-1.547,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/GA,MDD_pct,extreme_single/TSLA/GA/MDD_pct,extreme_single/TSLA/GA/MDD_pct,48.763,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinGPT,CR_pct,extreme_single/TSLA/FinGPT/CR_pct,extreme_single/TSLA/FinGPT/CR_pct,-20.035,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinGPT,SR,extreme_single/TSLA/FinGPT/SR,extreme_single/TSLA/FinGPT/SR,-0.805,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinGPT,MDD_pct,extreme_single/TSLA/FinGPT/MDD_pct,extreme_single/TSLA/FinGPT/MDD_pct,32.199,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinMem,CR_pct,extreme_single/TSLA/FinMem/CR_pct,extreme_single/TSLA/FinMem/CR_pct,-47.809,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinMem,SR,extreme_single/TSLA/FinMem/SR,extreme_single/TSLA/FinMem/SR,-1.549,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinMem,MDD_pct,extreme_single/TSLA/FinMem/MDD_pct,extreme_single/TSLA/FinMem/MDD_pct,49.560,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinAgent,CR_pct,extreme_single/TSLA/FinAgent/CR_pct,extreme_single/TSLA/FinAgent/CR_pct,-31.119,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinAgent,SR,extreme_single/TSLA/FinAgent/SR,extreme_single/TSLA/FinAgent/SR,-1.933,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/FinAgent,MDD_pct,extreme_single/TSLA/FinAgent/MDD_pct,extreme_single/TSLA/FinAgent/MDD_pct,33.224,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/A2C,CR_pct,extreme_single/TSLA/A2C/CR_pct,extreme_single/TSLA/A2C/CR_pct,-73.251,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/A2C,SR,extreme_single/TSLA/A2C/SR,extreme_single/TSLA/A2C/SR,-2.142,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/A2C,MDD_pct,extreme_single/TSLA/A2C/MDD_pct,extreme_single/TSLA/A2C/MDD_pct,56.998,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/PPO,CR_pct,extreme_single/TSLA/PPO/CR_pct,extreme_single/TSLA/PPO/CR_pct,-78.007,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/PPO,SR,extreme_single/TSLA/PPO/SR,extreme_single/TSLA/PPO/SR,-2.284,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/PPO,MDD_pct,extreme_single/TSLA/PPO/MDD_pct,extreme_single/TSLA/PPO/MDD_pct,59.003,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/DQN,CR_pct,extreme_single/TSLA/DQN/CR_pct,extreme_single/TSLA/DQN/CR_pct,-8.452,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/DQN,SR,extreme_single/TSLA/DQN/SR,extreme_single/TSLA/DQN/SR,-1.328,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market TSLA table,extreme_single,TSLA/DQN,MDD_pct,extreme_single/TSLA/DQN/MDD_pct,extreme_single/TSLA/DQN/MDD_pct,8.463,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinCon,CR_pct,extreme_portfolio/P1/FinCon/CR_pct,extreme_portfolio/P1/FinCon/CR_pct,-8.429,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinCon,SR,extreme_portfolio/P1/FinCon/SR,extreme_portfolio/P1/FinCon/SR,-0.294,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinCon,MDD_pct,extreme_portfolio/P1/FinCon/MDD_pct,extreme_portfolio/P1/FinCon/MDD_pct,26.176,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Markowitz MV,CR_pct,extreme_portfolio/P1/Markowitz MV/CR_pct,extreme_portfolio/P1/Markowitz MV/CR_pct,-28.996,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Markowitz MV,SR,extreme_portfolio/P1/Markowitz MV/SR,extreme_portfolio/P1/Markowitz MV/SR,-1.805,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Markowitz MV,MDD_pct,extreme_portfolio/P1/Markowitz MV/MDD_pct,extreme_portfolio/P1/Markowitz MV/MDD_pct,31.831,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinRL-A2C,CR_pct,extreme_portfolio/P1/FinRL-A2C/CR_pct,extreme_portfolio/P1/FinRL-A2C/CR_pct,-15.932,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinRL-A2C,SR,extreme_portfolio/P1/FinRL-A2C/SR,extreme_portfolio/P1/FinRL-A2C/SR,-1.195,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/FinRL-A2C,MDD_pct,extreme_portfolio/P1/FinRL-A2C/MDD_pct,extreme_portfolio/P1/FinRL-A2C/MDD_pct,21.569,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Equal-Weighted ETF,CR_pct,extreme_portfolio/P1/Equal-Weighted ETF/CR_pct,extreme_portfolio/P1/Equal-Weighted ETF/CR_pct,-28.008,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Equal-Weighted ETF,SR,extreme_portfolio/P1/Equal-Weighted ETF/SR,extreme_portfolio/P1/Equal-Weighted ETF/SR,-1.731,,not_reproduced_official_code_and_data_not_released,False
Appendix extreme-market P1 table,extreme_portfolio,P1/Equal-Weighted ETF,MDD_pct,extreme_portfolio/P1/Equal-Weighted ETF/MDD_pct,extreme_portfolio/P1/Equal-Weighted ETF/MDD_pct,30.070,,not_reproduced_official_code_and_data_not_released,False
